image_id,document_id,person_id,split,doc_type,forgery_category,control_index,label,quality_tier,template_variant,naming_stratum,pan_fifth_source,forgery_field,forgery_detail,c1_op,c1_field,rule_gt_verdict,rule_ocr_verdict,expected_rule,width,height,jpeg_q_capture,phash,file
P000147_aadhaar_C01_clean,P000147_aadhaar_C01,P000147,train,aadhaar,C0,1,0,clean,0,surname_last,surname,,,,,PASS,PASS,PASS,1003,632,93,10883925227437774863,images/train/aadhaar/P000147_aadhaar_C01_clean.jpg
P000147_aadhaar_C01_mild,P000147_aadhaar_C01,P000147,train,aadhaar,C0,1,0,mild,0,surname_last,surname,,,,,PASS,PASS,PASS,788,497,84,16073189084801488911,images/train/aadhaar/P000147_aadhaar_C01_mild.jpg
P000147_aadhaar_C01_severe,P000147_aadhaar_C01,P000147,train,aadhaar,C0,1,0,severe,0,surname_last,surname,,,,,PASS,PASS,PASS,689,435,54,16072045592710697135,images/train/aadhaar/P000147_aadhaar_C01_severe.jpg
P000147_aadhaar_C1_clean,P000147_aadhaar_C1,P000147,train,aadhaar,C1,,1,clean,0,surname_last,surname,,,local_recompression,dob,PASS,PASS,PASS,994,627,91,11460385979740149775,images/train/aadhaar/P000147_aadhaar_C1_clean.jpg
P000147_aadhaar_C1_mild,P000147_aadhaar_C1,P000147,train,aadhaar,C1,,1,mild,0,surname_last,surname,,,local_recompression,dob,PASS,PASS,PASS,722,455,84,16072045601299323023,images/train/aadhaar/P000147_aadhaar_C1_mild.jpg
P000147_aadhaar_C1_severe,P000147_aadhaar_C1,P000147,train,aadhaar,C1,,1,severe,0,surname_last,surname,,,local_recompression,dob,PASS,PASS,PASS,543,342,59,16081052800555110543,images/train/aadhaar/P000147_aadhaar_C1_severe.jpg
P000147_aadhaar_C2_clean,P000147_aadhaar_C2,P000147,train,aadhaar,C2,,1,clean,0,surname_last,surname,aadhaar_number,verhoeff_break,,,FAIL,FAIL,FAIL,998,629,95,10883925236027447311,images/train/aadhaar/P000147_aadhaar_C2_clean.jpg
P000147_aadhaar_C2_mild,P000147_aadhaar_C2,P000147,train,aadhaar,C2,,1,mild,0,surname_last,surname,aadhaar_number,verhoeff_break,,,FAIL,FAIL,FAIL,815,514,81,16072045532580108431,images/train/aadhaar/P000147_aadhaar_C2_mild.jpg
P000147_aadhaar_C2_severe,P000147_aadhaar_C2,P000147,train,aadhaar,C2,,1,severe,0,surname_last,surname,aadhaar_number,verhoeff_break,,,FAIL,FAIL,FAIL,576,363,53,10892914843097583759,images/train/aadhaar/P000147_aadhaar_C2_severe.jpg
P000147_aadhaar_C3_clean,P000147_aadhaar_C3,P000147,train,aadhaar,C3,,1,clean,0,surname_last,surname,name_devanagari,script_mismatch (no implemented Aadhaar semantic rule; expected rule-branch miss),,,PASS,PASS,PASS,971,612,93,11461503066374887695,images/train/aadhaar/P000147_aadhaar_C3_clean.jpg
P000147_aadhaar_C3_mild,P000147_aadhaar_C3,P000147,train,aadhaar,C3,,1,mild,0,surname_last,surname,name_devanagari,script_mismatch (no implemented Aadhaar semantic rule; expected rule-branch miss),,,PASS,PASS,PASS,832,524,82,11461485499958581391,images/train/aadhaar/P000147_aadhaar_C3_mild.jpg
P000147_aadhaar_C3_severe,P000147_aadhaar_C3,P000147,train,aadhaar,C3,,1,severe,0,surname_last,surname,name_devanagari,script_mismatch (no implemented Aadhaar semantic rule; expected rule-branch miss),,,PASS,PASS,PASS,621,392,64,10316445277521860783,images/train/aadhaar/P000147_aadhaar_C3_severe.jpg
P000147_aadhaar_C4_clean,P000147_aadhaar_C4,P000147,train,aadhaar,C4,,1,clean,0,surname_last,surname,aadhaar_number,"fabricated payload, valid check digit",,,PASS,PASS,PASS,975,615,92,11460368396144826383,images/train/aadhaar/P000147_aadhaar_C4_clean.jpg
P000147_aadhaar_C4_mild,P000147_aadhaar_C4,P000147,train,aadhaar,C4,,1,mild,0,surname_last,surname,aadhaar_number,"fabricated payload, valid check digit",,,PASS,PASS,PASS,797,502,84,16072045601299323023,images/train/aadhaar/P000147_aadhaar_C4_mild.jpg
P000147_aadhaar_C4_severe,P000147_aadhaar_C4,P000147,train,aadhaar,C4,,1,severe,0,surname_last,surname,aadhaar_number,"fabricated payload, valid check digit",,,PASS,FAIL,PASS,695,438,51,11478373972792791215,images/train/aadhaar/P000147_aadhaar_C4_severe.jpg
P000147_pan_C00_clean,P000147_pan_C00,P000147,train,pan,C0,0,0,clean,2,surname_last,surname,,,,,PASS,PASS,PASS,988,623,92,15725766509079124669,images/train/pan/P000147_pan_C00_clean.jpg
P000147_pan_C00_mild,P000147_pan_C00,P000147,train,pan,C0,0,0,mild,2,surname_last,surname,,,,,PASS,PASS,PASS,766,483,77,15725766509079124669,images/train/pan/P000147_pan_C00_mild.jpg
P000147_pan_C00_severe,P000147_pan_C00,P000147,train,pan,C0,0,0,severe,2,surname_last,surname,,,,,PASS,PASS,PASS,657,414,60,11114080456291998653,images/train/pan/P000147_pan_C00_severe.jpg
P000147_pan_C01_clean,P000147_pan_C01,P000147,train,pan,C0,1,0,clean,2,surname_last,surname,,,,,PASS,PASS,PASS,999,630,90,15725766509079124669,images/train/pan/P000147_pan_C01_clean.jpg
P000147_pan_C01_mild,P000147_pan_C01,P000147,train,pan,C0,1,0,mild,2,surname_last,surname,,,,,PASS,PASS,PASS,713,450,78,15725766474719386301,images/train/pan/P000147_pan_C01_mild.jpg
P000147_pan_C01_severe,P000147_pan_C01,P000147,train,pan,C0,1,0,severe,2,surname_last,surname,,,,,PASS,PASS,PASS,673,424,59,15725766509079124669,images/train/pan/P000147_pan_C01_severe.jpg
P000147_pan_C1_clean,P000147_pan_C1,P000147,train,pan,C1,,1,clean,2,surname_last,surname,,,resample_patch,name,PASS,FAIL,PASS,998,629,96,15725766509079124669,images/train/pan/P000147_pan_C1_clean.jpg
P000147_pan_C1_mild,P000147_pan_C1,P000147,train,pan,C1,,1,mild,2,surname_last,surname,,,resample_patch,name,PASS,PASS,PASS,839,529,85,15725836912182762173,images/train/pan/P000147_pan_C1_mild.jpg
P000147_pan_C1_severe,P000147_pan_C1,P000147,train,pan,C1,,1,severe,2,surname_last,surname,,,resample_patch,name,PASS,FAIL,PASS,511,322,54,11111899093941967549,images/train/pan/P000147_pan_C1_severe.jpg
P000147_pan_C2_clean,P000147_pan_C2,P000147,train,pan,C2,,1,clean,2,surname_last,surname,pan_number,format_digit_slot,,,FAIL,FAIL,FAIL,938,591,90,15725766509079124669,images/train/pan/P000147_pan_C2_clean.jpg
P000147_pan_C2_mild,P000147_pan_C2,P000147,train,pan,C2,,1,mild,2,surname_last,surname,pan_number,format_digit_slot,,,FAIL,FAIL,FAIL,846,533,78,15725766509079124669,images/train/pan/P000147_pan_C2_mild.jpg
P000147_pan_C2_severe,P000147_pan_C2,P000147,train,pan,C2,,1,severe,2,surname_last,surname,pan_number,format_digit_slot,,,FAIL,FAIL,FAIL,707,446,48,15725766509079124669,images/train/pan/P000147_pan_C2_severe.jpg
P000147_pan_C3_clean,P000147_pan_C3,P000147,train,pan,C3,,1,clean,2,surname_last,surname,pan_number,"p5 T->Q, name initials {T,V}",,,FAIL,FAIL,FAIL,957,603,95,15725766509079124669,images/train/pan/P000147_pan_C3_clean.jpg
P000147_pan_C3_mild,P000147_pan_C3,P000147,train,pan,C3,,1,mild,2,surname_last,surname,pan_number,"p5 T->Q, name initials {T,V}",,,FAIL,FAIL,FAIL,811,511,81,15725766509079124669,images/train/pan/P000147_pan_C3_mild.jpg
P000147_pan_C3_severe,P000147_pan_C3,P000147,train,pan,C3,,1,severe,2,surname_last,surname,pan_number,"p5 T->Q, name initials {T,V}",,,FAIL,FAIL,FAIL,565,356,60,11114080456426216125,images/train/pan/P000147_pan_C3_severe.jpg
P000147_pan_C4_clean,P000147_pan_C4,P000147,train,pan,C4,,1,clean,2,surname_last,surname,pan_number,"fabricated identifier, valid format, category and cross-field consistency",,,PASS,PASS,PASS,953,601,91,15725766509079124669,images/train/pan/P000147_pan_C4_clean.jpg
P000147_pan_C4_mild,P000147_pan_C4,P000147,train,pan,C4,,1,mild,2,surname_last,surname,pan_number,"fabricated identifier, valid format, category and cross-field consistency",,,PASS,PASS,PASS,791,499,74,15725766474719386301,images/train/pan/P000147_pan_C4_mild.jpg
P000147_pan_C4_severe,P000147_pan_C4,P000147,train,pan,C4,,1,severe,2,surname_last,surname,pan_number,"fabricated identifier, valid format, category and cross-field consistency",,,PASS,PASS,PASS,540,341,62,11113024925263551165,images/train/pan/P000147_pan_C4_severe.jpg
P000148_aadhaar_C00_clean,P000148_aadhaar_C00,P000148,train,aadhaar,C0,0,0,clean,2,mononymic,mononym,,,,,PASS,PASS,PASS,983,619,96,11461485482779242639,images/train/aadhaar/P000148_aadhaar_C00_clean.jpg
P000148_aadhaar_C00_mild,P000148_aadhaar_C00,P000148,train,aadhaar,C0,0,0,mild,2,mononymic,mononym,,,,,PASS,PASS,PASS,778,491,80,11461485499957990031,images/train/aadhaar/P000148_aadhaar_C00_mild.jpg
P000148_aadhaar_C00_severe,P000148_aadhaar_C00,P000148,train,aadhaar,C0,0,0,severe,2,mononymic,mononym,,,,,PASS,PASS,PASS,518,327,48,16076549200928068239,images/train/aadhaar/P000148_aadhaar_C00_severe.jpg
P000148_aadhaar_C01_clean,P000148_aadhaar_C01,P000148,train,aadhaar,C0,1,0,clean,2,mononymic,mononym,,,,,PASS,PASS,PASS,991,625,90,11461485482779242639,images/train/aadhaar/P000148_aadhaar_C01_clean.jpg
P000148_aadhaar_C01_mild,P000148_aadhaar_C01,P000148,train,aadhaar,C0,1,0,mild,2,mononymic,mononym,,,,,PASS,PASS,PASS,821,518,78,14919141688878493839,images/train/aadhaar/P000148_aadhaar_C01_mild.jpg
P000148_aadhaar_C01_severe,P000148_aadhaar_C01,P000148,train,aadhaar,C0,1,0,severe,2,mononymic,mononym,,,,,PASS,PASS,PASS,603,380,56,11461485414060708527,images/train/aadhaar/P000148_aadhaar_C01_severe.jpg
P000148_aadhaar_C1_clean,P000148_aadhaar_C1,P000148,train,aadhaar,C1,,1,clean,2,mononymic,mononym,,,font_substitution,aadhaar_number,PASS,PASS,PASS,978,616,90,11461503066307359375,images/train/aadhaar/P000148_aadhaar_C1_clean.jpg
P000148_aadhaar_C1_mild,P000148_aadhaar_C1,P000148,train,aadhaar,C1,,1,mild,2,mononymic,mononym,,,font_substitution,aadhaar_number,PASS,PASS,PASS,817,515,83,11478954523520193167,images/train/aadhaar/P000148_aadhaar_C1_mild.jpg
P000148_aadhaar_C1_severe,P000148_aadhaar_C1,P000148,train,aadhaar,C1,,1,severe,2,mononymic,mononym,,,font_substitution,aadhaar_number,PASS,PASS,PASS,635,400,56,11478954557814395535,images/train/aadhaar/P000148_aadhaar_C1_severe.jpg
P000148_aadhaar_C2_clean,P000148_aadhaar_C2,P000148,train,aadhaar,C2,,1,clean,2,mononymic,mononym,aadhaar_number,verhoeff_break,,,FAIL,FAIL,FAIL,952,600,91,11461485482779144335,images/train/aadhaar/P000148_aadhaar_C2_clean.jpg
P000148_aadhaar_C2_mild,P000148_aadhaar_C2,P000148,train,aadhaar,C2,,1,mild,2,mononymic,mononym,aadhaar_number,verhoeff_break,,,FAIL,FAIL,FAIL,723,456,85,11461485482779169423,images/train/aadhaar/P000148_aadhaar_C2_mild.jpg
P000148_aadhaar_C2_severe,P000148_aadhaar_C2,P000148,train,aadhaar,C2,,1,severe,2,mononymic,mononym,aadhaar_number,verhoeff_break,,,FAIL,FAIL,FAIL,549,346,46,16073171501201418383,images/train/aadhaar/P000148_aadhaar_C2_severe.jpg
P000148_aadhaar_C3_clean,P000148_aadhaar_C3,P000148,train,aadhaar,C3,,1,clean,2,mononymic,mononym,name_devanagari,script_mismatch (no implemented Aadhaar semantic rule; expected rule-branch miss),,,PASS,PASS,PASS,954,601,96,11460359582872563855,images/train/aadhaar/P000148_aadhaar_C3_clean.jpg
P000148_aadhaar_C3_mild,P000148_aadhaar_C3,P000148,train,aadhaar,C3,,1,mild,2,mononymic,mononym,name_devanagari,script_mismatch (no implemented Aadhaar semantic rule; expected rule-branch miss),,,PASS,PASS,PASS,902,569,80,11460359600051376783,images/train/aadhaar/P000148_aadhaar_C3_mild.jpg
P000148_aadhaar_C3_severe,P000148_aadhaar_C3,P000148,train,aadhaar,C3,,1,severe,2,mononymic,mononym,name_devanagari,script_mismatch (no implemented Aadhaar semantic rule; expected rule-branch miss),,,PASS,PASS,PASS,597,376,57,16072045618480566831,images/train/aadhaar/P000148_aadhaar_C3_severe.jpg
P000148_aadhaar_C4_clean,P000148_aadhaar_C4,P000148,train,aadhaar,C4,,1,clean,2,mononymic,mononym,aadhaar_number,"fabricated payload, valid check digit",,,PASS,PASS,PASS,975,615,91,11461485482779242639,images/train/aadhaar/P000148_aadhaar_C4_clean.jpg
P000148_aadhaar_C4_mild,P000148_aadhaar_C4,P000148,train,aadhaar,C4,,1,mild,2,mononymic,mononym,aadhaar_number,"fabricated payload, valid check digit",,,PASS,PASS,PASS,740,467,74,16073171501206007951,images/train/aadhaar/P000148_aadhaar_C4_mild.jpg
P000148_aadhaar_C4_severe,P000148_aadhaar_C4,P000148,train,aadhaar,C4,,1,severe,2,mononymic,mononym,aadhaar_number,"fabricated payload, valid check digit",,,PASS,PASS,PASS,594,374,60,16091185899715600527,images/train/aadhaar/P000148_aadhaar_C4_severe.jpg
P000148_pan_C00_clean,P000148_pan_C00,P000148,train,pan,C0,0,0,clean,0,mononymic,mononym,,,,,PASS,PASS,PASS,948,598,90,15716759241910209277,images/train/pan/P000148_pan_C00_clean.jpg
P000148_pan_C00_mild,P000148_pan_C00,P000148,train,pan,C0,0,0,mild,0,mononymic,mononym,,,,,PASS,PASS,PASS,721,454,70,11105073223483349629,images/train/pan/P000148_pan_C00_mild.jpg
P000148_pan_C00_severe,P000148_pan_C00,P000148,train,pan,C0,0,0,severe,0,mononymic,mononym,,,,,PASS,PASS,PASS,539,340,54,11132165224078854829,images/train/pan/P000148_pan_C00_severe.jpg
P000148_pan_C01_clean,P000148_pan_C01,P000148,train,pan,C0,1,0,clean,0,mononymic,mononym,,,,,PASS,PASS,PASS,1002,632,92,15716759310629685949,images/train/pan/P000148_pan_C01_clean.jpg
P000148_pan_C01_mild,P000148_pan_C01,P000148,train,pan,C0,1,0,mild,0,mononymic,mononym,,,,,PASS,PASS,PASS,869,548,78,11105073292202822333,images/train/pan/P000148_pan_C01_mild.jpg
P000148_pan_C01_severe,P000148_pan_C01,P000148,train,pan,C0,1,0,severe,0,mononymic,mononym,,,,,PASS,PASS,PASS,695,438,48,15726329425205480125,images/train/pan/P000148_pan_C01_severe.jpg
P000148_pan_C1_clean,P000148_pan_C1,P000148,train,pan,C1,,1,clean,0,mononymic,mononym,,,font_substitution,dob,PASS,PASS,PASS,984,621,96,15716759241910213309,images/train/pan/P000148_pan_C1_clean.jpg
P000148_pan_C1_mild,P000148_pan_C1,P000148,train,pan,C1,,1,mild,0,mononymic,mononym,,,font_substitution,dob,PASS,PASS,PASS,765,482,80,15716829610654386877,images/train/pan/P000148_pan_C1_mild.jpg
P000148_pan_C1_severe,P000148_pan_C1,P000148,train,pan,C1,,1,severe,0,mononymic,mononym,,,font_substitution,dob,PASS,PASS,PASS,595,375,45,18040687052598635180,images/train/pan/P000148_pan_C1_severe.jpg
P000148_pan_C2_clean,P000148_pan_C2,P000148,train,pan,C2,,1,clean,0,mononymic,mononym,pan_number,format_letter_slot,,,FAIL,FAIL,FAIL,967,610,92,15716759310629685949,images/train/pan/P000148_pan_C2_clean.jpg
P000148_pan_C2_mild,P000148_pan_C2,P000148,train,pan,C2,,1,mild,0,mononymic,mononym,pan_number,format_letter_slot,,,FAIL,FAIL,FAIL,845,533,78,15726329391118371501,images/train/pan/P000148_pan_C2_mild.jpg
P000148_pan_C2_severe,P000148_pan_C2,P000148,train,pan,C2,,1,severe,0,mononymic,mononym,pan_number,format_letter_slot,,,FAIL,FAIL,FAIL,705,444,53,15717322225951394477,images/train/pan/P000148_pan_C2_severe.jpg
P000148_pan_C3_clean,P000148_pan_C3,P000148,train,pan,C3,,1,clean,0,mononymic,mononym,pan_number,"p5 N->B, name initials {N}",,,FAIL,FAIL,FAIL,959,605,96,15716759241910209277,images/train/pan/P000148_pan_C3_clean.jpg
P000148_pan_C3_mild,P000148_pan_C3,P000148,train,pan,C3,,1,mild,0,mononymic,mononym,pan_number,"p5 N->B, name initials {N}",,,FAIL,FAIL,FAIL,807,509,84,15717322191863630525,images/train/pan/P000148_pan_C3_mild.jpg
P000148_pan_C3_severe,P000148_pan_C3,P000148,train,pan,C3,,1,severe,0,mononymic,mononym,pan_number,"p5 N->B, name initials {N}",,,FAIL,FAIL,FAIL,589,371,53,15725775237257972397,images/train/pan/P000148_pan_C3_severe.jpg
P000148_pan_C4_clean,P000148_pan_C4,P000148,train,pan,C4,,1,clean,0,mononymic,mononym,pan_number,"fabricated identifier, valid format, category and cross-field consistency",,,PASS,FAIL,PASS,987,622,90,15716759310629685949,images/train/pan/P000148_pan_C4_clean.jpg
P000148_pan_C4_mild,P000148_pan_C4,P000148,train,pan,C4,,1,mild,0,mononymic,mononym,pan_number,"fabricated identifier, valid format, category and cross-field consistency",,,PASS,FAIL,PASS,795,501,82,15725766441164950141,images/train/pan/P000148_pan_C4_mild.jpg
P000148_pan_C4_severe,P000148_pan_C4,P000148,train,pan,C4,,1,severe,0,mononymic,mononym,pan_number,"fabricated identifier, valid format, category and cross-field consistency",,,PASS,FAIL,PASS,648,408,62,15725766441027062461,images/train/pan/P000148_pan_C4_severe.jpg
P000149_aadhaar_C00_clean,P000149_aadhaar_C00,P000149,train,aadhaar,C0,0,0,clean,1,mononymic,mononym,,,,,PASS,PASS,PASS,954,601,92,15153246424300201322,images/train/aadhaar/P000149_aadhaar_C00_clean.jpg
P000149_aadhaar_C00_mild,P000149_aadhaar_C00,P000149,train,aadhaar,C0,0,0,mild,1,mononymic,mononym,,,,,PASS,PASS,PASS,899,567,74,10541278926601090413,images/train/aadhaar/P000149_aadhaar_C00_mild.jpg
P000149_aadhaar_C00_severe,P000149_aadhaar_C00,P000149,train,aadhaar,C0,0,0,severe,1,mononymic,mononym,,,,,PASS,PASS,PASS,674,425,61,9947085255060911469,images/train/aadhaar/P000149_aadhaar_C00_severe.jpg
P000149_aadhaar_C01_clean,P000149_aadhaar_C01,P000149,train,aadhaar,C0,1,0,clean,1,mononymic,mononym,,,,,PASS,PASS,PASS,936,590,95,15153246424300201322,images/train/aadhaar/P000149_aadhaar_C01_clean.jpg
P000149_aadhaar_C01_mild,P000149_aadhaar_C01,P000149,train,aadhaar,C0,1,0,mild,1,mononymic,mononym,,,,,PASS,PASS,PASS,751,473,84,15153246424298042730,images/train/aadhaar/P000149_aadhaar_C01_mild.jpg
P000149_aadhaar_C01_severe,P000149_aadhaar_C01,P000149,train,aadhaar,C0,1,0,severe,1,mononymic,mononym,,,,,PASS,PASS,PASS,618,389,63,15135232025792689514,images/train/aadhaar/P000149_aadhaar_C01_severe.jpg
P000149_aadhaar_C1_clean,P000149_aadhaar_C1,P000149,train,aadhaar,C1,,1,clean,1,mononymic,mononym,,,field_displacement,name,PASS,PASS,PASS,1002,632,96,15153246424300201322,images/train/aadhaar/P000149_aadhaar_C1_clean.jpg
P000149_aadhaar_C1_mild,P000149_aadhaar_C1,P000149,train,aadhaar,C1,,1,mild,1,mononymic,mononym,,,field_displacement,name,PASS,PASS,PASS,721,454,81,15153246424300139882,images/train/aadhaar/P000149_aadhaar_C1_mild.jpg
P000149_aadhaar_C1_severe,P000149_aadhaar_C1,P000149,train,aadhaar,C1,,1,severe,1,mononymic,mononym,,,field_displacement,name,PASS,PASS,PASS,702,443,62,15711692812451718506,images/train/aadhaar/P000149_aadhaar_C1_severe.jpg
P000149_aadhaar_C2_clean,P000149_aadhaar_C2,P000149,train,aadhaar,C2,,1,clean,1,mononymic,mononym,aadhaar_number,verhoeff_break,,,FAIL,FAIL,FAIL,996,628,90,15152964953618457962,images/train/aadhaar/P000149_aadhaar_C2_clean.jpg
P000149_aadhaar_C2_mild,P000149_aadhaar_C2,P000149,train,aadhaar,C2,,1,mild,1,mononymic,mononym,aadhaar_number,verhoeff_break,,,FAIL,FAIL,FAIL,855,539,78,15729707176603559274,images/train/aadhaar/P000149_aadhaar_C2_mild.jpg
P000149_aadhaar_C2_severe,P000149_aadhaar_C2,P000149,train,aadhaar,C2,,1,severe,1,mononymic,mononym,aadhaar_number,verhoeff_break,,,FAIL,FAIL,FAIL,648,409,56,15134950546518996333,images/train/aadhaar/P000149_aadhaar_C2_severe.jpg
P000149_aadhaar_C3_clean,P000149_aadhaar_C3,P000149,train,aadhaar,C3,,1,clean,1,mononymic,mononym,name_devanagari,script_mismatch (no implemented Aadhaar semantic rule; expected rule-branch miss),,,PASS,PASS,PASS,953,601,92,15153246424300139882,images/train/aadhaar/P000149_aadhaar_C3_clean.jpg
P000149_aadhaar_C3_mild,P000149_aadhaar_C3,P000149,train,aadhaar,C3,,1,mild,1,mononymic,mononym,name_devanagari,script_mismatch (no implemented Aadhaar semantic rule; expected rule-branch miss),,,PASS,PASS,PASS,740,466,75,15711692812453688682,images/train/aadhaar/P000149_aadhaar_C3_mild.jpg
P000149_aadhaar_C3_severe,P000149_aadhaar_C3,P000149,train,aadhaar,C3,,1,severe,1,mononymic,mononym,name_devanagari,script_mismatch (no implemented Aadhaar semantic rule; expected rule-branch miss),,,PASS,PASS,PASS,527,332,56,15730833093687584090,images/train/aadhaar/P000149_aadhaar_C3_severe.jpg
P000149_aadhaar_C4_clean,P000149_aadhaar_C4,P000149,train,aadhaar,C4,,1,clean,1,mononymic,mononym,aadhaar_number,"fabricated payload, valid check digit",,,PASS,PASS,PASS,963,607,91,15153246428595103082,images/train/aadhaar/P000149_aadhaar_C4_clean.jpg
P000149_aadhaar_C4_mild,P000149_aadhaar_C4,P000149,train,aadhaar,C4,,1,mild,1,mononymic,mononym,aadhaar_number,"fabricated payload, valid check digit",,,PASS,PASS,PASS,720,454,76,15153246424300139882,images/train/aadhaar/P000149_aadhaar_C4_mild.jpg
P000149_aadhaar_C4_severe,P000149_aadhaar_C4,P000149,train,aadhaar,C4,,1,severe,1,mononymic,mononym,aadhaar_number,"fabricated payload, valid check digit",,,PASS,PASS,PASS,589,371,56,15729707176601396586,images/train/aadhaar/P000149_aadhaar_C4_severe.jpg
P000149_pan_C00_clean,P000149_pan_C00,P000149,train,pan,C0,0,0,clean,1,mononymic,mononym,,,,,PASS,PASS,PASS,992,626,91,11483158769095954255,images/train/pan/P000149_pan_C00_clean.jpg
P000149_pan_C00_mild,P000149_pan_C00,P000149,train,pan,C0,0,0,mild,1,mononymic,mononym,,,,,PASS,PASS,PASS,740,467,75,11478655169468587855,images/train/pan/P000149_pan_C00_mild.jpg
P000149_pan_C00_severe,P000149_pan_C00,P000149,train,pan,C0,0,0,severe,1,mononymic,mononym,,,,,PASS,PASS,PASS,620,391,65,16090341325334932239,images/train/pan/P000149_pan_C00_severe.jpg
P000149_pan_C01_clean,P000149_pan_C01,P000149,train,pan,C0,1,0,clean,1,mononymic,mononym,,,,,PASS,PASS,PASS,967,610,92,11483158769095954255,images/train/pan/P000149_pan_C01_clean.jpg
P000149_pan_C01_mild,P000149_pan_C01,P000149,train,pan,C0,1,0,mild,1,mononymic,mononym,,,,,PASS,PASS,PASS,911,574,86,16076830389013847887,images/train/pan/P000149_pan_C01_mild.jpg
P000149_pan_C01_severe,P000149_pan_C01,P000149,train,pan,C0,1,0,severe,1,mononymic,mononym,,,,,PASS,PASS,PASS,645,406,63,10330237539501239055,images/train/pan/P000149_pan_C01_severe.jpg
P000149_pan_C1_clean,P000149_pan_C1,P000149,train,pan,C1,,1,clean,1,mononymic,mononym,,,resample_patch,dob,PASS,PASS,PASS,999,630,92,11483158769095954255,images/train/pan/P000149_pan_C1_clean.jpg
P000149_pan_C1_mild,P000149_pan_C1,P000149,train,pan,C1,,1,mild,1,mononymic,mononym,,,resample_patch,dob,PASS,PASS,PASS,774,488,70,11487662368723308383,images/train/pan/P000149_pan_C1_mild.jpg
P000149_pan_C1_severe,P000149_pan_C1,P000149,train,pan,C1,,1,severe,1,mononymic,mononym,,,resample_patch,dob,PASS,FAIL,PASS,677,427,62,16104414936261731087,images/train/pan/P000149_pan_C1_severe.jpg
P000149_pan_C2_clean,P000149_pan_C2,P000149,train,pan,C2,,1,clean,1,mononymic,mononym,pan_number,category,,,FAIL,FAIL,FAIL,1009,636,96,11483158769095954255,images/train/pan/P000149_pan_C2_clean.jpg
P000149_pan_C2_mild,P000149_pan_C2,P000149,train,pan,C2,,1,mild,1,mononymic,mononym,pan_number,category,,,FAIL,FAIL,FAIL,819,517,82,10325733664861749071,images/train/pan/P000149_pan_C2_mild.jpg
P000149_pan_C2_severe,P000149_pan_C2,P000149,train,pan,C2,,1,severe,1,mononymic,mononym,pan_number,category,,,FAIL,FAIL,FAIL,659,415,59,12634400494410820111,images/train/pan/P000149_pan_C2_severe.jpg
P000149_pan_C3_clean,P000149_pan_C3,P000149,train,pan,C3,,1,clean,1,mononymic,mononym,pan_number,"p5 K->R, name initials {K}",,,FAIL,FAIL,FAIL,938,591,92,11483158769095954255,images/train/pan/P000149_pan_C3_clean.jpg
P000149_pan_C3_mild,P000149_pan_C3,P000149,train,pan,C3,,1,mild,1,mononymic,mononym,pan_number,"p5 K->R, name initials {K}",,,FAIL,FAIL,FAIL,846,533,75,11483158769095950095,images/train/pan/P000149_pan_C3_mild.jpg
P000149_pan_C3_severe,P000149_pan_C3,P000149,train,pan,C3,,1,severe,1,mononymic,mononym,pan_number,"p5 K->R, name initials {K}",,,FAIL,FAIL,FAIL,532,336,46,16099928927746665231,images/train/pan/P000149_pan_C3_severe.jpg
P000149_pan_C4_clean,P000149_pan_C4,P000149,train,pan,C4,,1,clean,1,mononymic,mononym,pan_number,"fabricated identifier, valid format, category and cross-field consistency",,,PASS,PASS,PASS,995,627,94,11483158769095954255,images/train/pan/P000149_pan_C4_clean.jpg
P000149_pan_C4_mild,P000149_pan_C4,P000149,train,pan,C4,,1,mild,1,mononymic,mononym,pan_number,"fabricated identifier, valid format, category and cross-field consistency",,,PASS,PASS,PASS,830,523,80,10330800489320442639,images/train/pan/P000149_pan_C4_mild.jpg
P000149_pan_C4_severe,P000149_pan_C4,P000149,train,pan,C4,,1,severe,1,mononymic,mononym,pan_number,"fabricated identifier, valid format, category and cross-field consistency",,,PASS,PASS,PASS,561,354,60,10316726465606999903,images/train/pan/P000149_pan_C4_severe.jpg
P000150_aadhaar_C00_clean,P000150_aadhaar_C00,P000150,test,aadhaar,C0,0,0,clean,2,mononymic,mononym,,,,,PASS,PASS,PASS,962,607,90,11460359582872465551,images/test/aadhaar/P000150_aadhaar_C00_clean.jpg
P000150_aadhaar_C00_mild,P000150_aadhaar_C00,P000150,test,aadhaar,C0,0,0,mild,2,mononymic,mononym,,,,,PASS,PASS,PASS,804,507,72,13766202592084619407,images/test/aadhaar/P000150_aadhaar_C00_mild.jpg
P000150_aadhaar_C00_severe,P000150_aadhaar_C00,P000150,test,aadhaar,C0,0,0,severe,2,mononymic,mononym,,,,,PASS,PASS,PASS,702,442,52,11479499881283494575,images/test/aadhaar/P000150_aadhaar_C00_severe.jpg
P000150_aadhaar_C01_clean,P000150_aadhaar_C01,P000150,test,aadhaar,C0,1,0,clean,2,mononymic,mononym,,,,,PASS,PASS,PASS,977,616,94,11461485482778783887,images/test/aadhaar/P000150_aadhaar_C01_clean.jpg
P000150_aadhaar_C01_mild,P000150_aadhaar_C01,P000150,test,aadhaar,C0,1,0,mild,2,mononymic,mononym,,,,,PASS,PASS,PASS,848,534,82,11460359582871974031,images/test/aadhaar/P000150_aadhaar_C01_mild.jpg
